,image_id,path,height,width,viewpoint,date,timestamp,whale_id,encounter_id,count,fold,image,individual_id
3223,train3223,images/train3223.jpg,335,137,top,2017-08-03,2017-08-03 18:19:54,whale678,whale678-000,1,0,train3223.jpg,whale678
3224,train3224,images/train3224.jpg,388,120,top,2019-09-01,2019-09-01 00:11:46,whale220,whale220-000,9,2,train3224.jpg,whale220
3225,train3225,images/train3225.jpg,506,168,top,2017-08-04,2017-08-04 00:00:00,whale370,whale370-000,2,4,train3225.jpg,whale370
3226,train3226,images/train3226.jpg,334,126,top,2019-08-29,2019-08-29 13:48:02,whale096,whale096-000,15,1,train3226.jpg,whale096
3227,train3227,images/train3227.jpg,430,148,top,2019-08-26,2019-08-26 10:36:43,whale163,whale163-000,8,3,train3227.jpg,whale163
3228,train3228,images/train3228.jpg,264,1168,left,2017-08-05,2017-08-05 22:30:11,whale562,whale562-001,10,0,train3228.jpg,whale562
3229,train3229,images/train3229.jpg,559,183,top,2018-08-08,2018-08-08 18:49:55,whale041,whale041-000,26,2,train3229.jpg,whale041
3230,train3230,images/train3230.jpg,409,155,top,2019-08-26,2019-08-26 09:52:05,whale429,whale429-000,4,4,train3230.jpg,whale429
3231,train3231,images/train3231.jpg,437,170,top,2017-08-24,2017-08-24 21:31:32,whale601,whale601-000,5,1,train3231.jpg,whale601
3232,train3232,images/train3232.jpg,478,161,top,2017-08-07,2017-08-07 20:33:28,whale010,whale010-002,77,2,train3232.jpg,whale010
3233,train3233,images/train3233.jpg,390,136,top,2017-08-04,2017-08-04 20:32:31,whale041,whale041-003,26,2,train3233.jpg,whale041
3234,train3234,images/train3234.jpg,154,102,top,2019-08-26,2019-08-26 10:45:23,whale679,whale679-000,2,1,train3234.jpg,whale679
3235,train3235,images/train3235.jpg,447,155,top,2017-08-03,2017-08-03 18:21:02,whale272,whale272-003,16,2,train3235.jpg,whale272
3236,train3236,images/train3236.jpg,198,1043,right,2017-08-19,2017-08-19 19:54:36,whale680,whale680-000,3,0,train3236.jpg,whale680
3237,train3237,images/train3237.jpg,222,1523,left,2017-08-07,2017-08-07 19:58:50,whale315,whale315-001,15,2,train3237.jpg,whale315
3238,train3238,images/train3238.jpg,221,960,right,2017-08-04,2017-08-04 19:28:02,whale239,whale239-001,4,2,train3238.jpg,whale239
3239,train3239,images/train3239.jpg,776,3160,left,2017-08-07,2017-08-07 21:56:31,whale082,whale082-002,62,2,train3239.jpg,whale082
3240,train3240,images/train3240.jpg,406,143,top,2019-08-28,2019-08-28 12:18:13,whale300,whale300-000,11,1,train3240.jpg,whale300
3241,train3241,images/train3241.jpg,188,65,top,2019-08-05,2019-08-05 16:35:42,whale630,whale630-000,3,2,train3241.jpg,whale630
3242,train3242,images/train3242.jpg,493,170,top,2019-08-28,2019-08-28 12:43:05,whale009,whale009-001,34,2,train3242.jpg,whale009
3243,train3243,images/train3243.jpg,397,136,top,2017-08-05,2017-08-05 22:44:16,whale233,whale233-004,23,3,train3243.jpg,whale233
3244,train3244,images/train3244.jpg,349,144,top,2017-08-04,2017-08-04 21:18:05,whale652,whale652-001,2,4,train3244.jpg,whale652
3245,train3245,images/train3245.jpg,437,151,top,2018-08-10,2018-08-10 22:27:50,whale586,whale586-000,3,3,train3245.jpg,whale586
3246,train3246,images/train3246.jpg,551,174,top,2017-08-03,2017-08-03 18:05:27,whale037,whale037-005,32,2,train3246.jpg,whale037
3247,train3247,images/train3247.jpg,281,82,top,2018-08-30,2018-08-30 00:40:16,whale241,whale241-000,9,2,train3247.jpg,whale241
3248,train3248,images/train3248.jpg,566,275,top,2018-08-30,2018-08-30 00:07:55,whale066,whale066-001,92,2,train3248.jpg,whale066
3249,train3249,images/train3249.jpg,589,175,top,2018-08-29,2018-08-29 23:56:54,whale010,whale010-000,77,2,train3249.jpg,whale010
3250,train3250,images/train3250.jpg,390,131,top,2018-08-10,2018-08-10 23:55:41,whale225,whale225-003,12,2,train3250.jpg,whale225
3251,train3251,images/train3251.jpg,452,152,top,2017-08-05,2017-08-05 22:45:33,whale681,whale681-000,2,1,train3251.jpg,whale681
3252,train3252,images/train3252.jpg,252,1193,right,2017-08-24,2017-08-24 21:35:20,whale565,whale565-003,5,4,train3252.jpg,whale565
3253,train3253,images/train3253.jpg,411,210,top,2018-08-10,2018-08-10 22:32:11,whale204,whale204-000,11,3,train3253.jpg,whale204
3254,train3254,images/train3254.jpg,257,73,top,2018-08-30,2018-08-30 00:40:14,whale059,whale059-000,39,3,train3254.jpg,whale059
3255,train3255,images/train3255.jpg,373,165,top,2019-08-05,2019-08-05 18:19:13,whale255,whale255-000,16,2,train3255.jpg,whale255
3256,train3256,images/train3256.jpg,128,1015,left,2017-08-07,2017-08-07 20:04:26,whale293,whale293-001,4,3,train3256.jpg,whale293
3257,train3257,images/train3257.jpg,534,201,top,2018-08-08,2018-08-08 19:22:07,whale341,whale341-000,15,2,train3257.jpg,whale341
3258,train3258,images/train3258.jpg,352,135,top,2019-08-26,2019-08-26 11:08:57,whale257,whale257-002,16,2,train3258.jpg,whale257
3259,train3259,images/train3259.jpg,828,251,top,2018-08-30,2018-08-30 00:25:05,whale010,whale010-000,77,2,train3259.jpg,whale010
3260,train3260,images/train3260.jpg,722,190,top,2018-08-30,2018-08-30 00:07:55,whale066,whale066-001,92,2,train3260.jpg,whale066
3261,train3261,images/train3261.jpg,495,180,top,2019-08-05,2019-08-05 18:15:02,whale573,whale573-000,3,1,train3261.jpg,whale573
3262,train3262,images/train3262.jpg,694,231,top,2018-08-29,2018-08-29 02:54:15,whale111,whale111-000,14,3,train3262.jpg,whale111
3263,train3263,images/train3263.jpg,487,184,top,2018-08-30,2018-08-30 00:53:08,whale155,whale155-001,49,2,train3263.jpg,whale155
3264,train3264,images/train3264.jpg,484,162,top,2019-08-05,2019-08-05 17:41:14,whale030,whale030-000,12,2,train3264.jpg,whale030
3265,train3265,images/train3265.jpg,583,176,top,2017-08-05,2017-08-05 21:55:45,whale382,whale382-002,9,2,train3265.jpg,whale382
3266,train3266,images/train3266.jpg,295,105,top,2017-08-19,2017-08-19 21:01:54,whale682,whale682-000,1,3,train3266.jpg,whale682
3267,train3267,images/train3267.jpg,270,86,top,2019-08-29,2019-08-29 14:50:55,whale281,whale281-001,16,2,train3267.jpg,whale281
3268,train3268,images/train3268.jpg,440,125,top,2019-08-29,2019-08-29 12:43:37,whale133,whale133-002,37,2,train3268.jpg,whale133
3269,train3269,images/train3269.jpg,628,183,top,2017-08-07,2017-08-07 21:10:37,whale248,whale248-002,22,3,train3269.jpg,whale248
3270,train3270,images/train3270.jpg,668,228,top,2018-08-30,2018-08-30 00:53:30,whale073,whale073-000,54,2,train3270.jpg,whale073
3271,train3271,images/train3271.jpg,794,238,top,2017-08-19,2017-08-19 20:29:05,whale242,whale242-000,13,2,train3271.jpg,whale242
3272,train3272,images/train3272.jpg,298,104,top,2018-08-10,2018-08-10 23:40:28,whale328,whale328-001,11,2,train3272.jpg,whale328
3273,train3273,images/train3273.jpg,535,204,top,2018-08-10,2018-08-10 22:16:15,whale055,whale055-001,23,2,train3273.jpg,whale055
3274,train3274,images/train3274.jpg,410,174,top,2017-08-05,2017-08-05 20:48:29,whale367,whale367-000,7,1,train3274.jpg,whale367
3275,train3275,images/train3275.jpg,380,140,top,2019-08-29,2019-08-29 14:54:51,whale492,whale492-000,2,1,train3275.jpg,whale492
3276,train3276,images/train3276.jpg,320,127,top,2019-08-31,2019-08-31 23:33:56,whale496,whale496-000,12,3,train3276.jpg,whale496
3277,train3277,images/train3277.jpg,550,235,top,2017-08-19,2017-08-19 21:38:09,whale169,whale169-004,32,2,train3277.jpg,whale169
3278,train3278,images/train3278.jpg,338,86,top,2019-08-28,2019-08-28 12:31:07,whale155,whale155-003,49,2,train3278.jpg,whale155
3279,train3279,images/train3279.jpg,493,186,top,2018-08-10,2018-08-10 23:55:59,whale225,whale225-003,12,2,train3279.jpg,whale225
3280,train3280,images/train3280.jpg,355,152,top,2017-08-04,2017-08-04 20:45:42,whale213,whale213-002,7,2,train3280.jpg,whale213
3281,train3281,images/train3281.jpg,812,303,top,2017-08-25,2017-08-25 01:45:03,whale118,whale118-009,33,2,train3281.jpg,whale118
3282,train3282,images/train3282.jpg,532,177,top,2019-08-26,2019-08-26 18:31:57,whale189,whale189-006,61,2,train3282.jpg,whale189
3283,train3283,images/train3283.jpg,713,261,top,2018-08-25,2018-08-25 22:35:54,whale113,whale113-002,28,3,train3283.jpg,whale113
3284,train3284,images/train3284.jpg,400,158,top,2018-08-10,2018-08-10 22:15:10,whale506,whale506-000,7,2,train3284.jpg,whale506
3285,train3285,images/train3285.jpg,438,138,top,2019-09-27,2019-09-27 14:29:42,whale119,whale119-000,4,4,train3285.jpg,whale119
3286,train3286,images/train3286.jpg,185,46,top,2019-08-05,2019-08-05 16:30:00,whale250,whale250-000,10,2,train3286.jpg,whale250
3287,train3287,images/train3287.jpg,389,112,top,2017-08-04,2017-08-04 20:45:58,whale608,whale608-001,3,3,train3287.jpg,whale608
3288,train3288,images/train3288.jpg,681,264,top,2018-08-08,2018-08-08 20:08:58,whale082,whale082-001,62,2,train3288.jpg,whale082
3289,train3289,images/train3289.jpg,425,144,top,2017-08-23,2017-08-23 00:46:50,whale486,whale486-003,13,2,train3289.jpg,whale486
3290,train3290,images/train3290.jpg,569,175,top,2019-08-29,2019-08-29 14:29:00,whale075,whale075-001,43,3,train3290.jpg,whale075
3291,train3291,images/train3291.jpg,509,160,top,2017-08-04,2017-08-04 00:00:00,whale683,whale683-000,1,4,train3291.jpg,whale683
3292,train3292,images/train3292.jpg,321,128,top,2017-08-05,2017-08-05 21:42:11,whale177,whale177-001,2,4,train3292.jpg,whale177
3293,train3293,images/train3293.jpg,518,126,top,2018-08-30,2018-08-30 00:27:08,whale155,whale155-001,49,2,train3293.jpg,whale155
3294,train3294,images/train3294.jpg,640,246,top,2017-08-19,2017-08-19 21:42:38,whale290,whale290-002,5,2,train3294.jpg,whale290
3295,train3295,images/train3295.jpg,681,215,top,2018-08-08,2018-08-08 18:32:36,whale189,whale189-002,61,2,train3295.jpg,whale189
3296,train3296,images/train3296.jpg,372,120,top,2017-08-05,2017-08-05 22:35:45,whale684,whale684-000,2,0,train3296.jpg,whale684
3297,train3297,images/train3297.jpg,271,109,top,2019-08-28,2019-08-28 12:41:52,whale074,whale074-000,13,3,train3297.jpg,whale074
3298,train3298,images/train3298.jpg,512,166,top,2019-08-26,2019-08-26 11:06:00,whale069,whale069-003,24,3,train3298.jpg,whale069
3299,train3299,images/train3299.jpg,203,73,top,2019-08-26,2019-08-26 09:33:34,whale008,whale008-001,27,1,train3299.jpg,whale008
3300,train3300,images/train3300.jpg,493,165,top,2019-08-28,2019-08-28 12:42:33,whale360,whale360-000,12,3,train3300.jpg,whale360
3301,train3301,images/train3301.jpg,639,210,top,2017-08-19,2017-08-19 19:54:32,whale302,whale302-001,8,2,train3301.jpg,whale302
3302,train3302,images/train3302.jpg,532,205,top,2019-08-28,2019-08-28 12:41:58,whale022,whale022-000,49,2,train3302.jpg,whale022
3303,train3303,images/train3303.jpg,411,138,top,2019-08-31,2019-08-31 21:20:56,whale208,whale208-000,10,1,train3303.jpg,whale208
3304,train3304,images/train3304.jpg,493,198,top,2017-08-19,2017-08-19 21:00:53,whale273,whale273-004,17,2,train3304.jpg,whale273
3305,train3305,images/train3305.jpg,208,1631,right,2017-08-07,2017-08-07 20:36:36,whale206,whale206-001,13,2,train3305.jpg,whale206
3306,train3306,images/train3306.jpg,251,76,top,2019-09-27,2019-09-27 13:54:34,whale631,whale631-000,2,4,train3306.jpg,whale631
3307,train3307,images/train3307.jpg,327,102,top,2017-08-07,2017-08-07 21:09:32,whale460,whale460-000,14,2,train3307.jpg,whale460
3308,train3308,images/train3308.jpg,403,151,top,2017-08-19,2017-08-19 20:43:18,whale279,whale279-002,6,1,train3308.jpg,whale279
3309,train3309,images/train3309.jpg,715,265,top,2017-08-19,2017-08-19 20:57:27,whale685,whale685-000,1,2,train3309.jpg,whale685
3310,train3310,images/train3310.jpg,214,74,top,2018-08-30,2018-08-30 00:42:04,whale493,whale493-000,8,3,train3310.jpg,whale493
3311,train3311,images/train3311.jpg,435,168,top,2017-08-04,2017-08-04 00:00:00,whale589,whale589-001,3,3,train3311.jpg,whale589
3312,train3312,images/train3312.jpg,255,59,top,2019-08-31,2019-08-31 23:26:07,whale317,whale317-000,13,3,train3312.jpg,whale317
3313,train3313,images/train3313.jpg,498,176,top,2017-08-04,2017-08-04 21:01:16,whale686,whale686-000,4,0,train3313.jpg,whale686
3314,train3314,images/train3314.jpg,308,164,top,2019-08-26,2019-08-26 10:43:15,whale473,whale473-000,10,2,train3314.jpg,whale473
3315,train3315,images/train3315.jpg,324,120,top,2017-08-05,2017-08-05 20:47:31,whale408,whale408-000,2,1,train3315.jpg,whale408
3316,train3316,images/train3316.jpg,357,127,top,2019-08-05,2019-08-05 18:15:45,whale030,whale030-000,12,2,train3316.jpg,whale030
3317,train3317,images/train3317.jpg,381,149,top,2018-08-28,2018-08-28 02:20:32,whale092,whale092-000,11,3,train3317.jpg,whale092
3318,train3318,images/train3318.jpg,294,93,top,2019-08-26,2019-08-26 11:39:20,whale332,whale332-000,5,2,train3318.jpg,whale332
3319,train3319,images/train3319.jpg,539,186,top,2018-08-09,2018-08-09 18:57:26,whale004,whale004-001,13,2,train3319.jpg,whale004
3320,train3320,images/train3320.jpg,446,159,top,2019-08-29,2019-08-29 13:28:41,whale053,whale053-002,42,2,train3320.jpg,whale053
3321,train3321,images/train3321.jpg,333,115,top,2019-08-26,2019-08-26 10:13:50,whale198,whale198-000,12,3,train3321.jpg,whale198
3322,train3322,images/train3322.jpg,382,131,top,2019-08-26,2019-08-26 17:51:48,whale143,whale143-002,39,2,train3322.jpg,whale143
3323,train3323,images/train3323.jpg,352,132,top,2017-08-03,2017-08-03 18:39:37,whale146,whale146-000,8,4,train3323.jpg,whale146
3324,train3324,images/train3324.jpg,746,278,top,2018-08-08,2018-08-08 19:57:51,whale036,whale036-002,73,2,train3324.jpg,whale036
3325,train3325,images/train3325.jpg,423,108,top,2018-08-10,2018-08-10 23:23:06,whale034,whale034-002,29,3,train3325.jpg,whale034
3326,train3326,images/train3326.jpg,598,188,top,2018-08-09,2018-08-09 18:54:31,whale109,whale109-000,18,2,train3326.jpg,whale109
3327,train3327,images/train3327.jpg,588,162,top,2017-08-07,2017-08-07 20:38:06,whale003,whale003-000,28,3,train3327.jpg,whale003
3328,train3328,images/train3328.jpg,641,231,top,2018-08-25,2018-08-25 22:19:02,whale028,whale028-000,59,3,train3328.jpg,whale028
3329,train3329,images/train3329.jpg,512,151,top,2017-08-03,2017-08-03 19:10:48,whale098,whale098-003,22,2,train3329.jpg,whale098
3330,train3330,images/train3330.jpg,216,105,top,2019-08-28,2019-08-28 12:17:31,whale530,whale530-000,6,2,train3330.jpg,whale530
3331,train3331,images/train3331.jpg,475,159,top,2017-08-07,2017-08-07 20:01:19,whale315,whale315-000,15,2,train3331.jpg,whale315
3332,train3332,images/train3332.jpg,583,201,top,2018-08-25,2018-08-25 22:46:55,whale261,whale261-000,19,1,train3332.jpg,whale261
3333,train3333,images/train3333.jpg,657,200,top,2018-08-25,2018-08-25 22:37:47,whale188,whale188-000,7,3,train3333.jpg,whale188
3334,train3334,images/train3334.jpg,408,131,top,2018-08-29,2018-08-29 02:55:02,whale234,whale234-000,8,3,train3334.jpg,whale234
3335,train3335,images/train3335.jpg,397,136,top,2019-08-28,2019-08-28 12:45:01,whale075,whale075-002,43,3,train3335.jpg,whale075
3336,train3336,images/train3336.jpg,324,130,top,2019-08-29,2019-08-29 12:53:58,whale050,whale050-000,37,2,train3336.jpg,whale050
3337,train3337,images/train3337.jpg,658,203,top,2019-08-29,2019-08-29 14:05:09,whale015,whale015-000,100,2,train3337.jpg,whale015
3338,train3338,images/train3338.jpg,547,181,top,2018-08-12,2018-08-12 01:10:22,whale687,whale687-000,1,2,train3338.jpg,whale687
3339,train3339,images/train3339.jpg,452,151,top,2018-08-29,2018-08-29 23:32:24,whale007,whale007-002,33,2,train3339.jpg,whale007
3340,train3340,images/train3340.jpg,390,126,top,2019-09-01,2019-09-01 00:12:06,whale220,whale220-000,9,3,train3340.jpg,whale220
3341,train3341,images/train3341.jpg,335,103,top,2019-08-29,2019-08-29 13:19:49,whale024,whale024-000,50,3,train3341.jpg,whale024
3342,train3342,images/train3342.jpg,272,100,top,2018-08-30,2018-08-30 00:39:49,whale037,whale037-002,32,2,train3342.jpg,whale037
3343,train3343,images/train3343.jpg,530,129,top,2019-08-26,2019-08-26 10:31:56,whale189,whale189-004,61,2,train3343.jpg,whale189
3344,train3344,images/train3344.jpg,443,159,top,2019-08-31,2019-08-31 20:52:41,whale077,whale077-002,58,2,train3344.jpg,whale077
3345,train3345,images/train3345.jpg,434,182,top,2017-08-05,2017-08-05 21:22:50,whale507,whale507-000,7,2,train3345.jpg,whale507
3346,train3346,images/train3346.jpg,347,134,top,2019-08-26,2019-08-26 09:56:55,whale330,whale330-000,15,1,train3346.jpg,whale330
3347,train3347,images/train3347.jpg,279,112,top,2018-08-30,2018-08-30 00:12:16,whale042,whale042-000,11,2,train3347.jpg,whale042
3348,train3348,images/train3348.jpg,441,154,top,2018-08-28,2018-08-28 02:39:41,whale189,whale189-007,61,2,train3348.jpg,whale189
3349,train3349,images/train3349.jpg,362,137,top,2018-08-30,2018-08-30 00:00:46,whale254,whale254-000,26,2,train3349.jpg,whale254
3350,train3350,images/train3350.jpg,853,194,top,2018-08-29,2018-08-29 23:55:31,whale066,whale066-001,92,2,train3350.jpg,whale066
3351,train3351,images/train3351.jpg,240,165,top,2018-08-30,2018-08-30 00:56:52,whale287,whale287-003,10,2,train3351.jpg,whale287
3352,train3352,images/train3352.jpg,624,2634,left,2017-08-04,2017-08-04 20:54:21,whale599,whale599-001,2,1,train3352.jpg,whale599
3353,train3353,images/train3353.jpg,416,78,top,2018-08-28,2018-08-28 23:19:04,whale598,whale598-000,4,3,train3353.jpg,whale598
3354,train3354,images/train3354.jpg,387,140,top,2018-08-30,2018-08-30 00:00:33,whale107,whale107-000,31,2,train3354.jpg,whale107
3355,train3355,images/train3355.jpg,614,213,top,2018-08-29,2018-08-29 22:32:52,whale021,whale021-000,7,3,train3355.jpg,whale021
3356,train3356,images/train3356.jpg,536,217,top,2017-08-19,2017-08-19 21:21:15,whale157,whale157-002,25,2,train3356.jpg,whale157
3357,train3357,images/train3357.jpg,443,180,top,2017-08-07,2017-08-07 20:33:48,whale091,whale091-002,22,3,train3357.jpg,whale091
3358,train3358,images/train3358.jpg,127,49,top,2019-08-29,2019-08-29 12:55:45,whale096,whale096-000,15,2,train3358.jpg,whale096
3359,train3359,images/train3359.jpg,423,153,top,2017-08-07,2017-08-07 20:20:29,whale688,whale688-000,1,3,train3359.jpg,whale688
3360,train3360,images/train3360.jpg,659,242,top,2018-08-30,2018-08-30 00:24:15,whale093,whale093-002,106,2,train3360.jpg,whale093
3361,train3361,images/train3361.jpg,487,144,top,2017-08-04,2017-08-04 21:01:02,whale686,whale686-000,4,1,train3361.jpg,whale686
3362,train3362,images/train3362.jpg,345,112,top,2019-08-26,2019-08-26 10:07:15,whale008,whale008-001,27,2,train3362.jpg,whale008
3363,train3363,images/train3363.jpg,419,161,top,2017-08-05,2017-08-05 20:43:55,whale367,whale367-000,7,2,train3363.jpg,whale367
3364,train3364,images/train3364.jpg,684,191,top,2018-08-09,2018-08-09 19:15:56,whale059,whale059-002,39,3,train3364.jpg,whale059
3365,train3365,images/train3365.jpg,228,98,top,2018-08-09,2018-08-09 00:46:31,whale349,whale349-000,2,3,train3365.jpg,whale349
3366,train3366,images/train3366.jpg,340,126,top,2019-08-26,2019-08-26 09:56:52,whale195,whale195-001,24,3,train3366.jpg,whale195
3367,train3367,images/train3367.jpg,589,165,top,2018-08-29,2018-08-29 23:56:35,whale029,whale029-000,12,1,train3367.jpg,whale029
3368,train3368,images/train3368.jpg,660,3414,right,2017-08-07,2017-08-07 21:09:04,whale272,whale272-001,16,3,train3368.jpg,whale272
3369,train3369,images/train3369.jpg,283,1732,right,2017-08-19,2017-08-19 19:21:56,whale653,whale653-001,2,1,train3369.jpg,whale653
3370,train3370,images/train3370.jpg,357,108,top,2018-08-09,2018-08-09 19:31:05,whale351,whale351-000,10,1,train3370.jpg,whale351
3371,train3371,images/train3371.jpg,499,184,top,2017-08-04,2017-08-04 20:57:34,whale038,whale038-003,8,3,train3371.jpg,whale038
3372,train3372,images/train3372.jpg,524,143,top,2018-08-30,2018-08-30 00:24:17,whale152,whale152-000,32,2,train3372.jpg,whale152
3373,train3373,images/train3373.jpg,683,197,top,2017-08-19,2017-08-19 20:10:57,whale272,whale272-004,16,3,train3373.jpg,whale272
3374,train3374,images/train3374.jpg,686,205,top,2018-08-09,2018-08-09 18:41:00,whale205,whale205-000,19,3,train3374.jpg,whale205
3375,train3375,images/train3375.jpg,564,190,top,2018-08-30,2018-08-30 00:24:50,whale053,whale053-001,42,2,train3375.jpg,whale053
3376,train3376,images/train3376.jpg,446,167,top,2019-08-28,2019-08-28 12:44:46,whale133,whale133-001,37,2,train3376.jpg,whale133
3377,train3377,images/train3377.jpg,316,156,top,2018-08-28,2018-08-28 02:17:20,whale643,whale643-000,6,2,train3377.jpg,whale643
3378,train3378,images/train3378.jpg,390,168,top,2017-08-03,2017-08-03 18:07:29,whale182,whale182-001,4,3,train3378.jpg,whale182
3379,train3379,images/train3379.jpg,223,88,top,2019-08-29,2019-08-29 12:55:28,whale096,whale096-000,15,2,train3379.jpg,whale096
3380,train3380,images/train3380.jpg,255,117,top,2019-07-30,2019-07-30 11:47:23,whale297,whale297-000,5,3,train3380.jpg,whale297
3381,train3381,images/train3381.jpg,369,143,top,2017-08-05,2017-08-05 21:22:12,whale018,whale018-005,21,2,train3381.jpg,whale018
3382,train3382,images/train3382.jpg,761,307,top,2017-08-19,2017-08-19 22:13:17,whale118,whale118-010,33,2,train3382.jpg,whale118
3383,train3383,images/train3383.jpg,307,130,top,2019-08-28,2019-08-28 12:42:48,whale116,whale116-000,14,2,train3383.jpg,whale116
3384,train3384,images/train3384.jpg,474,2304,right,2017-08-04,2017-08-04 21:13:29,whale505,whale505-002,5,2,train3384.jpg,whale505
3385,train3385,images/train3385.jpg,143,83,top,2019-08-29,2019-08-29 14:28:07,whale166,whale166-000,6,4,train3385.jpg,whale166
3386,train3386,images/train3386.jpg,394,149,top,2019-07-30,2019-07-30 20:15:33,whale009,whale009-003,34,3,train3386.jpg,whale009
3387,train3387,images/train3387.jpg,391,147,top,2019-08-30,2019-08-30 15:30:33,whale296,whale296-000,8,3,train3387.jpg,whale296
3388,train3388,images/train3388.jpg,789,246,top,2018-08-09,2018-08-09 18:54:15,whale347,whale347-000,7,2,train3388.jpg,whale347
3389,train3389,images/train3389.jpg,494,252,top,2017-08-19,2017-08-19 22:19:34,whale259,whale259-002,22,3,train3389.jpg,whale259
3390,train3390,images/train3390.jpg,802,266,top,2018-08-10,2018-08-10 23:43:58,whale015,whale015-001,100,2,train3390.jpg,whale015
3391,train3391,images/train3391.jpg,383,128,top,2017-08-05,2017-08-05 22:31:11,whale689,whale689-000,2,0,train3391.jpg,whale689
3392,train3392,images/train3392.jpg,486,173,top,2019-08-29,2019-08-29 13:07:53,whale066,whale066-000,92,2,train3392.jpg,whale066
3393,train3393,images/train3393.jpg,564,183,top,2018-08-10,2018-08-10 22:17:48,whale039,whale039-001,13,1,train3393.jpg,whale039
3394,train3394,images/train3394.jpg,546,198,top,2018-08-09,2018-08-09 18:54:45,whale347,whale347-000,7,2,train3394.jpg,whale347
3395,train3395,images/train3395.jpg,379,146,top,2019-08-29,2019-08-29 12:57:40,whale067,whale067-001,49,2,train3395.jpg,whale067
3396,train3396,images/train3396.jpg,508,185,top,2019-08-26,2019-08-26 10:48:05,whale189,whale189-004,61,3,train3396.jpg,whale189
3397,train3397,images/train3397.jpg,645,178,top,2017-08-19,2017-08-19 19:54:37,whale563,whale563-000,3,1,train3397.jpg,whale563
3398,train3398,images/train3398.jpg,511,175,top,2019-08-31,2019-08-31 20:53:07,whale013,whale013-000,51,3,train3398.jpg,whale013
3399,train3399,images/train3399.jpg,767,266,top,2017-08-19,2017-08-19 20:07:05,whale031,whale031-000,2,4,train3399.jpg,whale031
3400,train3400,images/train3400.jpg,476,134,top,2019-08-29,2019-08-29 13:08:23,whale093,whale093-000,106,3,train3400.jpg,whale093
3401,train3401,images/train3401.jpg,457,152,top,2017-08-04,2017-08-04 00:00:00,whale312,whale312-003,23,3,train3401.jpg,whale312
3402,train3402,images/train3402.jpg,305,118,top,2018-08-30,2018-08-30 00:09:31,whale005,whale005-000,8,1,train3402.jpg,whale005
3403,train3403,images/train3403.jpg,324,110,top,2017-08-07,2017-08-07 19:40:00,whale690,whale690-000,3,1,train3403.jpg,whale690
3404,train3404,images/train3404.jpg,678,256,top,2018-08-28,2018-08-28 02:12:04,whale691,whale691-000,2,0,train3404.jpg,whale691
3405,train3405,images/train3405.jpg,448,151,top,2017-08-07,2017-08-07 19:39:59,whale690,whale690-000,3,2,train3405.jpg,whale690
3406,train3406,images/train3406.jpg,722,260,top,2018-08-25,2018-08-25 23:47:08,whale136,whale136-002,33,2,train3406.jpg,whale136
3407,train3407,images/train3407.jpg,419,143,top,2019-08-26,2019-08-26 09:52:02,whale469,whale469-001,6,1,train3407.jpg,whale469
3408,train3408,images/train3408.jpg,428,178,top,2018-08-09,2018-08-09 18:41:18,whale462,whale462-000,12,1,train3408.jpg,whale462
3409,train3409,images/train3409.jpg,415,142,top,2018-08-30,2018-08-30 00:29:45,whale169,whale169-003,32,3,train3409.jpg,whale169
3410,train3410,images/train3410.jpg,591,219,top,2018-08-28,2018-08-28 02:38:04,whale273,whale273-000,17,3,train3410.jpg,whale273
3411,train3411,images/train3411.jpg,507,145,top,2018-08-29,2018-08-29 23:42:16,whale136,whale136-001,33,2,train3411.jpg,whale136
3412,train3412,images/train3412.jpg,420,186,top,2018-08-30,2018-08-30 00:11:31,whale115,whale115-000,45,3,train3412.jpg,whale115
3413,train3413,images/train3413.jpg,393,167,top,2018-08-28,2018-08-28 02:32:51,whale342,whale342-000,5,3,train3413.jpg,whale342
3414,train3414,images/train3414.jpg,317,116,top,2019-08-28,2019-08-28 12:16:55,whale530,whale530-000,6,3,train3414.jpg,whale530
3415,train3415,images/train3415.jpg,504,155,top,2019-08-26,2019-08-26 19:39:49,whale067,whale067-009,49,3,train3415.jpg,whale067
3416,train3416,images/train3416.jpg,411,153,top,2018-08-09,2018-08-09 00:23:18,whale212,whale212-001,7,3,train3416.jpg,whale212
3417,train3417,images/train3417.jpg,344,1718,left,2017-08-05,2017-08-05 21:55:55,whale382,whale382-003,9,3,train3417.jpg,whale382
3418,train3418,images/train3418.jpg,478,145,top,2018-08-25,2018-08-25 22:22:35,whale153,whale153-000,31,3,train3418.jpg,whale153
3419,train3419,images/train3419.jpg,428,148,top,2018-08-29,2018-08-29 01:06:51,whale279,whale279-001,6,2,train3419.jpg,whale279
3420,train3420,images/train3420.jpg,514,192,top,2017-08-05,2017-08-05 21:07:47,whale113,whale113-005,28,3,train3420.jpg,whale113
3421,train3421,images/train3421.jpg,304,1805,left,2017-08-05,2017-08-05 21:41:25,whale302,whale302-002,8,2,train3421.jpg,whale302
3422,train3422,images/train3422.jpg,291,121,top,2017-08-19,2017-08-19 21:20:54,whale280,whale280-002,11,1,train3422.jpg,whale280
3423,train3423,images/train3423.jpg,417,149,top,2019-08-28,2019-08-28 12:12:26,whale108,whale108-001,38,3,train3423.jpg,whale108
3424,train3424,images/train3424.jpg,526,211,top,2019-07-30,2019-07-30 20:06:08,whale098,whale098-000,22,2,train3424.jpg,whale098
